dataset,index,species,area,question,correct_answer,option_0,option_1,option_2,DeepSeek-V3.2_Agent_Choice,DeepSeek-V3.2_Agent_Objective,DeepSeek-V3.2_LLM_Choice,DeepSeek-V3.2_LLM_Objective,Grok-4.1-Fast_Agent_Choice,Grok-4.1-Fast_Agent_Objective,Grok-4.1-Fast_LLM_Choice,Grok-4.1-Fast_LLM_Objective,Doubao-1.8_Agent_Choice,Doubao-1.8_Agent_Objective,Doubao-1.8_LLM_Choice,Doubao-1.8_LLM_Objective,MiMo-V2-Flash_Agent_Choice,MiMo-V2-Flash_Agent_Objective,MiMo-V2-Flash_LLM_Choice,MiMo-V2-Flash_LLM_Objective,Qwen3-235B_Agent_Choice,Qwen3-235B_Agent_Objective,Qwen3-235B_LLM_Choice,Qwen3-235B_LLM_Objective,Gemini-3-Flash-High_Agent_Choice,Gemini-3-Flash-High_Agent_Objective,Gemini-3-Flash-High_LLM_Choice,Gemini-3-Flash-High_LLM_Objective
target,91,Arabidopsis thaliana,CELL BIOLOGY AND CELL SIGNALING,What is the role of the longin domain of Arabidopsis thaliana VAMP721 protein ?,1,"The Longin domain of VAMP721 has a dual role. VAMP721 has an activation mechanism where the R-SNARE domain backfolds into the Longin domain, allowing VAMP721 interaction with its partner SNAREs. On the other side, it is important for VAMP721 recycling and reuse and for its subcellular localization.","The Longin domain of VAMP721 has a dual role. VAMP721 has an autoinhibitory mechanism where the R-SNARE domain backfolds into the Longin domain, preventing VAMP721 interaction with its partner SNAREs. On the other side, it is important for VAMP721 recycling and reuse and for its subcellular localization.","The Longin domain of VAMP721 has a dual role. VAMP721 has an autoinhibitory mechanism where the R-SNARE domain backfolds into the Longin domain, preventing VAMP721 interaction with its partner SNAREs. On the other side, it is important for VAMP721 degradation and its traffic to lytic vacuoles.",1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
target,92,Arabidopsis thaliana,CELL BIOLOGY AND CELL SIGNALING,What is the main molecular function of VAMP721 protein in Arabidopsis thaliana?,2,"VAMP721 forms SNARE complexes with 2 Q-SNAREs and provides the mechanical energy for membrane fusion. VAMP721 acts in the fusion between the Golgi apparatus and the trans-Golgi network. It also acts in the formation of cell plates, and there is evidence of an important role in the fusion of endocytic vesicles with the Golgi.","VAMP721 forms SNARE complexes with 2 or 3 Q-SNAREs and provides the mechanical energy for membrane fusion. VAMP721 acts in the fusion between the vacuole and endosomes. It also acts in the formation of vacuoles, and there is evidence of an important role in vacuolar homotypic fusion.","VAMP721 forms SNARE complexes with 2 or 3 Q-SNAREs and provides the mechanical energy for membrane fusion. VAMP721 acts in the fusion between secretory vesicles and the plasma membrane. It also acts in the formation of cell plates, and there is evidence of an important role in the fusion of endocytic vesicles with the trans-Golgi network.",2,True,,False,0,False,0,False,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
target,93,Arabidopsis thaliana,CELL BIOLOGY AND CELL SIGNALING,What is the function of Arabidopsis thaliana VAMP721 phosphorylation and where is it phosphorylated?,0,"VAMP721 can be phosphorylated at residues Y57, S105, and S135 as identified by MS-MS. The only phosphorylated residue studied is the Y57 that forms part of the longin domain. Replacement of Y57 for D leads to a toxic protein that blocks secretion and cell plate formation and induces the formation of large vesicular aggregates. Y57 phosphorylation is short-lived and can modulate VAMP721's open-close equilibrium towards an open and more active VAMP protein. Y57 phosphorylation is thus an activating PTM of VAMP721.","VAMP721 can be phosphorylated at residues Y57, S105, and S135 as identified by MS-MS. The only phosphorylated residue studied is the S105 that forms part of the longin domain. Replacement of S105 for D leads to a toxic protein that blocks secretion and cell plate formation and induces the formation of large vesicular aggregates. Y57 phosphorylation is short-lived and can modulate VAMP721's open-close equilibrium towards an open and more active VAMP protein. S105 phosphorylation is thus an activating PTM of VAMP721.","VAMP721 can be phosphorylated at residues Y57, S105, and S135 as identified by MS-MS. The only phosphorylated residue studied is the S135 that resides within the R-SNARE domain. Replacement of S135 for D leads to an inactive protein since the phosphorylation prevents the alpha helix bundle structure that VAMP721 forms with other SNARE proteins to drive membrane fusion. S135 phosphorylation is thus an inhibitory PTM of VAMP721.",0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,94,Arabidopsis thaliana,CELL BIOLOGY AND CELL SIGNALING,How is how is Arabidopsis thaliana VAMP721 endocytosis achieved for its recycling? Compare to the endocytic recycling of human VAMP7.,0,"VAMP721 recycling is achieved by interaction with the ANTH domain-containing proteins PICALM1a and PICALM1b that act redundantly. They bind to the R-SNARE domain of VAMP721 and other VAMP72 proteins but not VAMP71 proteins. PICALM also interacts with clathrin. In contrast, human VAMP7 is recycled through its LONGIN domain that can interact with HIV Rev-binding protein. Human PICALM genes still interact with the R-SNARE domain to regulate the recycling of brevins through their SNARE domain.","VAMP721 recycling is achieved by interaction with the HIV Rev-binding protein that binds to its LONGIN domain. It also binds to the LONGIN domain of other VAMP72 proteins but not VAMP71 proteins. HIV Rev-binding protein also interacts with clathrin. Similarly, human VAMP7 is recycled through its LONGIN domain that can interact with HIV Rev-binding protein. Human PICALM genes interact with the R-SNARE domain to regulate the recycling of brevins through their SNARE domain.","VAMP721 recycling is achieved by interaction with the ANTH domain-containing proteins PICALM1a and PICALM1b that act redundantly. They bind to the LONGIN domain of VAMP721 and other VAMP72 proteins as well as VAMP71 proteins. PICALM also interacts with clathrin. The same is true for human VAMP7, which is recycled through its LONGIN domain that can interact with HIV Rev-binding protein. In humans, PICALM genes interact with the R-SNARE domain to regulate the recycling of brevins through their SNARE domain.",0,True,0,True,0,True,0,True,,False,0,True,0,True,0,True,,False,0,True,0,True,0,True
target,95,Arabidopsis thaliana,CELL BIOLOGY AND CELL SIGNALING,"What are TRANS-SNARE and CIS-SNARE complexes, and how are they formed in Arabidopsis? What is their role?",0,"SNARE complexes are protein complexes comprised of one R-SNARE and two or three Q-SNARE proteins, with all the SNAREs being membrane-bound. They can have either a TRANS configuration, with the R-SNARE anchored to one membrane and the Q-SNAREs anchored to an opposite membrane. The TRANS complex forms a 4-helix bundle that works as a zipper and provides the energy necessary to fuse the opposing membranes. They are essentially the final drivers of membrane fusion in all kinds of cellular trafficking events. After fusion, the original TRANS-SNARE complex becomes a CIS-SNARE complex, with all the SNAREs anchored to the same membrane (in CIS). The complex needs to be disassembled by the NSF-SNAP chaperone complex in order to reuse the proteins for another round of membrane fusion. CIS-SNARE complexes are also formed before fusion and as soon as the SNARE proteins are synthesized at the ER. It is hypothesized that this is a mechanism for trafficking the whole SNARE complex in an inactive form. This is important to prevent incorrect fusion events and also ensure stoichiometric amounts of SNAREs.","SNARE complexes are protein complexes comprised of one R-SNARE and three Q-SNARE proteins, with some of them being membrane-bound. They can have either a TRANS configuration, with the R-SNARE anchored to one membrane and the Q-SNAREs anchored to an opposite membrane. The TRANS complex forms a 4-helix bundle that works as a zipper and provides the energy necessary to fuse the opposing membranes. They are essentially the final drivers of membrane fusion in all kinds of cellular trafficking events. After fusion, the original TRANS-SNARE complex becomes a CIS-SNARE complex, with all the SNAREs anchored to the same membrane (in CIS). The complex needs to be disassembled by the NSF-SNAP chaperone complex in order to reuse the proteins for another round of membrane fusion. CIS-SNARE complexes can also be formed as soon as the SNARE proteins are synthesized at the ER under stressful conditions. Sec11 (a Sec/Munc protein) modulates SNARE complex formation, avoiding premature CIS-SNARE complex formation. Once formed at the ER, CIS complexes need to be removed by the dislocase EBS5 to be degraded via the ERAD pathway.","SNARE complexes are protein complexes comprised of one R-SNARE and two or three Q-SNARE proteins, with all the SNAREs being membrane-bound. They can have either a TRANS configuration, with the R-SNARE anchored to one membrane and the Q-SNAREs anchored to an opposite membrane. The TRANS complex formation tethers the membranes together to drive membrane fusion in all kinds of cellular trafficking events. After fusion, the original TRANS-SNARE complex becomes a CIS-SNARE complex, with all the SNAREs anchored to the same membrane (in CIS). The complex needs to be ubiquitinated for its degradation chaperone complex in order to avoid their accumulation. CIS-SNARE complexes are also formed before fusion and as soon as the SNARE proteins are synthesized at the ER under stressful conditions, leading to a generalized decrease in cellular traffic with a consequential arrest of all cellular growth.",0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,96,Arabidopsis thaliana,GENE REGULATION - POST-TRANSLATIONAL MODIFICATIONS,Which is the family of immune related proteins whose splicing is affected by SM like PROTEIN 4 (LSM4 ) arginine methylation in Arabidopsis thaliana plants?,2,Arginine methylation of LSM4 in Arabidopsis regulates the alternative splicing of the Pathogen Related Protein family,Arginine methylation of LSM4 in Arabidopsis regulates the alternative splicing of the coiled-coil (CC)-NB-LRR proteins,"Arginine methylation of LSM4 in Arabidopsis regulates the alternative splicing of leucine-rich repeat TIR-NBS-LRR protein family
",2,True,2,True,1,False,1,False,2,True,2,True,2,True,2,True,0,False,2,True,2,True,2,True
target,97,Arabidopsis thaliana,GENE REGULATION - POST-TRANSLATIONAL MODIFICATIONS,Which Arabidopsis PRMT5 targets are strongly symmetrically dimethylated in their arginines residues in vitro by the addition of nitrosogluthathione (GSNO)?,2,GSNO enhanced PRMT5 activity and arginine methylation of  Arabidopsis histone4 and LSM8 substrates ,GSNO enhanced PRMT5 activity and arginine methylation of  Arabidopsis SmD3 and LSM4 substrates ,GSNO enhanced PRMT5 activity and arginine methylation of  Arabidopsis histone4 and LSM4 substrates,2,True,2,True,2,True,2,True,2,True,1,False,2,True,2,True,2,True,1,False,2,True,2,True
target,98,Arabidopsis thaliana,GENE REGULATION - POST-TRANSLATIONAL MODIFICATIONS,Which are the biological processes affected in Arabidopsis thaliana GRP7 mutant variants with non methylated R141 residue?,0,Mutants variants with non methylated R141 residue are affected in abscicic acid sensitivity during germination.,Mutants variants with non methylated R141 residue are affected in auxin sensitivity during lateral root development.,Mutants variants with non methylated R141 residue are affected in flowering time.,0,True,0,True,1,False,1,False,2,False,0,True,0,True,0,True,0,True,1,False,0,True,0,True
target,99,Arabidopsis thaliana,GENE REGULATION - POST-TRANSLATIONAL MODIFICATIONS,Which is the effect of PRMT5 - mediated arginine methylation of Arabidopsis thaliana Argonaute2 (AGO2) at the protein level?,2,Arginine methylation leads to AGO2 stabilization in the citosol,Arginine methylation leads to AGO2 relocalization in the nucleus.,Arginine methylation leads to AGO2 degradation by the proteasome,2,True,2,True,2,True,1,False,2,True,0,False,2,True,0,False,1,False,2,True,2,True,0,False
target,100,Arabidopsis thaliana,GENE REGULATION - POST-TRANSLATIONAL MODIFICATIONS,Which Argonaute (AGO) proteins are symmetricallly dimethylated in arginines residues (SDMA) of their N-terminal extension in Arabidopsis?,1,AGO1 and AGO2 undergo SDMA postranslational modification ,"AGO1, AGO2, AGO3 and AGO5 undergo SDMA postranslational modification","AGO1, AGO2, AGO3, AGO5 and AGO10 undergo SDMA postranslational modification ",1,True,2,False,1,True,2,False,1,True,1,True,0,False,2,False,0,False,0,False,2,False,2,False
target,101,Arabidopsis thaliana,GENE REGULATION - PTGS,What are the differences between AGO1 and AGO7 subcellular localization in Arabidopsis thaliana?,1,"AGO7 and AGO7 partition between free cytosolic versions but also can partition into biomolecular condensates. While AGO7 is present in P-bodies, AGO1 localizes to Stress granules and Processing bodies (P-bodies). In addition, AGO7 is exclusively cytosolic while AGO1 shuttles from cytosol to the nucleus to be loaded with miRNAs. There is evidence showing that AGO1 localizes or at least interacts with dicing bodies (D-bodies) in the nucleus.","AGO7 and AGO7 partition between free cytosolic versions but also can partition into biomolecular condensates. While AGO7 is present in siRNA bodies, AGO1 localizes both to siRNA bodies and Processing bodies (P-bodies). In addition, AGO7 is exclusively cytosolic while AGO1 shuttles from cytosol to the nucleus to be loaded with miRNAs. There is evidence showing that AGO1 localizes or at least interacts with dicing bodies (D-bodies) in the nucleus.","AGO7 and AGO7 partition between free cytosolic versions but also can partition into biomolecular condensates. While AGO7 is present in siRNA bodies, AGO1 localizes both to siRNA bodies and Processing bodies (P-bodies). In addition, AGO1 is exclusively cytosolic while AGO7 shuttles from cytosol to the nucleus to be loaded with miRNAs. There is evidence showing that AGO7 localizes or at least interacts with dicing bodies (D-bodies) in the nucleus.",1,True,0,False,0,False,0,False,1,True,1,True,1,True,1,True,0,False,1,True,1,True,1,True
target,102,Arabidopsis thaliana,CELL BIOLOGY AND CELL SIGNALING,What are the key components in Arabidopsis SGS3 that enable the nucleation of siRNA bodies?,2,"SGS3 contains one prion-like domain, one at each end. The deletion of this domain results in a protein that can still interact with its partner RDR6 but now localizes to the nucleus and does not nucleate cytosolic foci. More recently, it has been shown that the C-terminal prion-like domain is the most important for the nucleation of siRNA bodies and functional complementation of the protein.","SGS3 contains two prion-like domains, one at each end. The deletion of these domains results in a protein that cannot interact with its partner RDR6 but forms cytosolic foci. More recently, it has been shown that the C-terminal prion-like domain is the most important for the nucleation of siRNA bodies and cannot restore its function.","SGS3 contains two prion-like domains, one at each end. The deletion of these domains results in a protein that can still interact with its partner RDR6 but now localizes to the nucleus and does not nucleate cytosolic foci. More recently, it has been shown that the N-terminal prion-like domain is the most important for the nucleation of siRNA bodies and functional complementation of the protein.",0,False,2,True,0,False,0,False,0,False,0,False,2,True,0,False,,False,2,True,2,True,2,True
target,103,Arabidopsis thaliana,GENE REGULATION - PTGS,What is the result of blocking the module of AGO7/miR390/TAS3 in Arabidopsis?,0,"Interfering with any of the key components of the AGO7/miR390/TAS3 results in the zippy phenotype. This phenotype is characterized by disorders in the maturation of seedling to adult plants. The impaired AGO7 dependent post-transcriptional gene silencing results in higher levels of AUXIN RESPONSE FACTORS 2, 3 and 4. The most visible feature of ARF2/3/4 increased abundance are elongated leaves longitudinally curled and decreased lateral root density.","Interfering with any of the key components of the AGO7/miR390/TAS3 results in the zippy phenotype. This phenotype is characterized by disorders in the senescence timing of adult plants. The impaired AGO7 dependent post-transcriptional gene silencing results in lower levels of AUXIN RESPONSE FACTORS 2, 3 and 4. The most visible feature of ARF2/3/4 decreased abundance are elongated leaves longitudinally curled and increased lateral root density.",Interfering with any of the key components of the AGO7/miR390/TAS3 results in the zippy phenotype. This phenotype is characterized by disorders in the maturation of seedling to adult plants. The enhanced AGO7 dependent post-transcriptional gene silencing results in increased levels of AUXIN RESPONSE FACTORS 7 and 19. The most visible feature of ARF7/19 increased abundance are elongated leaves longitudinally curled and decreased lateral root density.,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,,False,0,True
target,104,Arabidopsis thaliana,HORMONES,Which are the transporters with higher affinity cytokinins in Arabidopsis thaliana?,0,"Several transporter families have been described as cytokinin transporters so far, with PUP, ENTs, AZGs, ABCGs among them. However, for most of them the kinetic parameters are not described. One exception to it is AZG2, which Km to trans-Zeatin has been calculated by its expression in Arabidopsis calli. AZG2 Km to CK is in the range of the nano to micromoles. Based on its affinity to similar substrates and sequence homology, AZG1 presumably has a similar Km to cytokinin.","Several transporter families have been described as cytokinin transporters so far, with PUP, ENTs, AZGs, ABCGs among them. However, for most of them the kinetic parameters are not described. One exception to it is PUP14, which Km to trans-Zeatin has been calculated by its expression in Arabidopsis seedling. PUP14 Km to CK is in the range of the nano to micromoles. Based on its affinity to similar substrates and sequence homology, PUP1 presumably has a similar Km to cytokinin.","Several transporter families have been described as cytokinin transporters so far, with PUP, ENTs, AZGs, ABCGs among them. However, for most of them the kinetic parameters are not described. One exception to it is ABCG14, involved in cytokinin long distance transport with high efficiency. ABCG14 can interact with other ABCG transporters resulting in heterodimer with intermediate affinities.",0,True,2,False,0,True,0,True,,False,0,True,0,True,0,True,2,False,0,True,,False,0,True
target,105,Arabidopsis thaliana,GROWTH AND DEVELOPMENT,Which gene has been identified to act downstream of EXO70A3 to regulate root depth in Arabidopsis thaliana?,2,PIN1,PIN7,PIN4,1,False,2,True,0,False,1,False,2,True,1,False,2,True,2,True,0,False,1,False,2,True,2,True
target,106,Arabidopsis thaliana,CELL BIOLOGY AND CELL SIGNALING,Degradation of which protein is responsible for shutting down the iron deficiency responses during treatment with flagellin in Arabidopsis thaliana?,1,BTS,IMA1,BTSL1,1,True,1,True,0,False,2,False,1,True,1,True,0,False,0,False,2,False,0,False,1,True,1,True
target,107,Arabidopsis thaliana,GROWTH AND DEVELOPMENT,Which transcription factor balances ROS homeostasis in the root meristem to regulate the balance between cell proliferation and differentiation in Arabidopsis thaliana?,2,ARR1,PER39,UPB1,2,True,2,True,2,True,2,True,0,False,2,True,0,False,2,True,2,True,2,True,2,True,2,True
target,108,Arabidopsis thaliana,GROWTH AND DEVELOPMENT,What proteins sequester SHR in the nucleus in Arabidopsis thaliana?,0,SCR,RBR,CYCD6;1,0,True,0,True,2,False,0,True,2,False,0,True,0,True,0,True,0,True,0,True,2,False,0,True
target,109,Solanum lycopersicum,ENVIRONMENT - PLANT-SYMBIONTS,How does the denitrification process of Azospirillum baldaniorum Sp245 contribute to bacterial plant growth-promoting capacity when inoculated in tomato?,0,"As an intermediate product of denitrification, Azospirillum baldaniorum Sp245 is able to release nitric oxide (NO), a molecule that can act as a plant growth regulator, in part by modulating the growth of plant root. When inoculated in tomato, and in the presence of nitrate, A. baldaniorum Sp245 is able to induce plant root branching through the release of denitrification-derived NO.","As an intermediate product of denitrification, Azospirillum baldaniorum Sp245 is able to consume nitric oxide (NO), a molecule that can act as a plant growth inhibitor, in part by modulating the growth of plant root. When inoculated in tomato, and in the presence of nitrate, A. baldaniorum Sp245 is able to reduce plant root branching through the capture of denitrification-derived NO.","As the final product of denitrification, Azospirillum baldaniorum Sp245 is able to release atmospheric nitrogen (N2), a molecule that can act as a plant growth regulator, in part by modulating the growth of plant root. When inoculated in tomato, and in the presence of nitrate, A. baldaniorum Sp245 is able to induce plant root branching through the release of denitrification-derived N2.",0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,110,"Solanum lycopersicum, Arabidopsis thaliana",ENVIRONMENT - PLANT-SYMBIONTS,Which mechanism uses Pseudomonas fluorescens G20-18 to induce drought tolerance in tomato plants and to control P. syringae infection in Arabidopsis?,1,"By using the cytokinin-overproducing strains CNT1 and CNT2, it has been demonstrated that cytokinin production is a key mechanism of Pseudomonas fluorescens G20-18 that induces drought tolerance and pathogen defense responses in plants.","By using the cytokinin-defective isogenic mutant strains CNT1 and CNT2, it has been demonstrated that cytokinin production is a key mechanism of Pseudomonas fluorescens G20-18 that induces drought tolerance and pathogen defense responses in plants.","By using the cytokinin-defective isogenic mutant strains CNT1 and CNT2, it has been demonstrated that auxins production is a key mechanism of Pseudomonas fluorescens G20-18 that induces drought tolerance and pathogen defense responses in plants.",1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,False,1,True,1,True,1,True,1,True
target,111,Arabidopsis thaliana,ENVIRONMENT - ABIOTIC STRESS,How does microRNA169 regulate heat stress tolerance in Arabidopsis thaliana?,2,"Upon exposure to heat stress, the heat shock transcription factor HSFA2 is induced which transcriptionally enhances the expression of microRNA169q in Arabidopsis thaliana. Increased miR169q then transcriptionally upregulates its target NF-YA7 mRNA. The transcription factor NF-YA7, forms a heterotrimeric complex with heat responsive genes like HSFA3 and HSFA7b. This complex is responsible for providing thermotolerance to the plant.","Upon exposure to heat stress, the heat shock transcription factor HSFA2 is repressed which transcriptionally down-regulates the expression of microRNA169d in Arabidopsis thaliana. Depleted miR169d results in reduced post-transcriptionally cleavage of its target NF-YA2 mRNA. The transcription factor NF-YA2, directly binds to the promoter of heat responsive genes like HSFA7a and HSFA9. The increased levels of the NF-YA2 activator during heat stress results in increased levels of HSFA7a and HSFA9, thereby providing thermotolerance to the plant.","Upon exposure to heat stress, the heat shock transcription factor HSFA2 is induced which transcriptionally enhances the expression of microRNA169d in Arabidopsis thaliana. Increased miR169d then post-transcriptionally cleaves its target NF-YA2 mRNA. The transcription factor NF-YA2, directly binds to the promoter of heat responsive genes like HSFA3 and HSFA7b. Thus, the reduced levels of the NF-YA2 repressor during heat stress results in increased levels of HSFA3 and HSFA7b, thereby providing thermotolerance to the plant.",2,True,0,False,2,True,2,True,2,True,2,True,2,True,1,False,2,True,2,True,2,True,2,True
target,112,Arabidopsis thaliana,ENVIRONMENT - ABIOTIC STRESS,"What mechanisms underlie the role of the transcription factor, HSFA3 in heat stress memory in Arabidopsis thaliana?",0,"When exposed to moderate heat stress, plants acquire heat stress memory that is maintained over several days and aid plants to tide over severe heat stress later-on in their life. HSFA3 is required for transcriptional (type I) heat stress memory, by directly recruiting histone H3K4 hyper-methylation machinery to the heat stress memory-related genes for their induction. HSFA3 forms heteromeric complexes with HSFA2 to the HSE-cis element in the promoters of heat stress responsive gene like HSP22, HSA32, APX2 to enhance the efficiency of this process.","When exposed to severe heat stress, plants acquire heat stress memory that is maintained over several days and aid plants to tide over severe heat stress later-on in their life. HSFA3 is required for transcriptional (type II) heat stress memory, by directly recruiting Polycomb complex (PRC2) proteins, to hyper-methylate histone H3K27 of the heat stress memory-related genes for their repression. HSFA3 forms heteromeric complexes with HSFA2 to the CCAAT-cis element in the promoters of heat stress responsive gene like HSP22, HSA32, APX2 to enhance the efficiency of this process.","When exposed to moderate heat stress, plants acquire heat stress memory that is maintained over several days and aid plants to tide over severe heat stress later-on in their life. HSFA3 is required for transcriptional (type III) heat stress memory, by directly recruiting histone variant H2A.z to the heat stress memory-related genes for their repression. HSFA3 forms homo-trimeric complex to the HSE-cis element in the promoters of heat stress responsive gene like HSP22, HSA32, APX2 to enhance the efficiency of this process.",0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,,False,0,True
target,113,Arabidopsis thaliana,ENVIRONMENT - ABIOTIC STRESS,How does XBAT31 regulate fertility in Arabidopsis thaliana under heat stress?,1,"XBAT31 plays a crucial role in the post-translational regulation of HSFA1a/A1b, influencing fertility under heat stress conditions. It mediates sumoylation of HSFA1a/A1b leading to upregulation of heat-stress-responsive genes and thereby, promoting thermosensitivity. However, in the absence of XBAT31, HSFA1a/A1b levels decrease, leading to increased expression of heat-stress-responsive genes and a higher number of infertile siliques.","XBAT31 plays a crucial role in the post-translational regulation of HSFB2a/B2b, influencing fertility under heat stress conditions. It mediates ubiquitination of HSFB2a/B2b leading to upregulation of heat-stress-responsive genes and thereby, promoting thermotolerance. However, in the absence of XBAT31, HSFB2a/B2b levels increase, leading to reduced expression of heat-stress-responsive genes and a higher number of infertile siliques.","XBAT31 plays a crucial role in the post-transcriptional regulation of HSFB3/HSFB4, influencing fertility under heat stress conditions. It mediates cleavage of HSFB3/HSFB4 transcripts leading to downregulation of heat-stress-responsive genes and thereby, promoting thermotolerance. However, in the absence of XBAT31, HSFB3/HSFB4 levels increase, leading to reduced expression of heat-stress-responsive genes and a higher number of infertile siliques.",1,True,0,False,1,True,1,True,1,True,1,True,1,True,0,False,0,False,1,True,1,True,1,True
target,114,Arabidopsis thaliana,ENVIRONMENT - ABIOTIC STRESS,"In Arabidopsis thaliana, which heat stress transcription factor has an antisense long non-coding RNA and how does it affect the expression of its sense coding gene?",0,"At the locus of HSFB2a in Arabidopsis thaliana, a heat-inducible, natural antisense long non-coding RNA, termed asHSFB2a is transcribed. Overexpression of HSFB2a results in a complete knock down of the asHSFB2a expression whereas asHSFB2a overexpression leads to the absence of HSFB2a RNA. This intriguing “Yin–Yang relationship” of RNA levels at HSFB2a locus influence vegetative and gametophytic development in Arabidopsis.","At the locus of HSFB2a in Arabidopsis, a drought-inducible, natural antisense long non-coding RNA, termed asHSFB2a is transcribed. Downregulation of HSFB2a results in a complete knock down of the asHSFB2a expression whereas asHSFB2a downregulation leads to the absence of HSFB2a RNA. This intriguing “Yin–Yang relationship” of RNA levels at HSFB2a locus influence vegetative and gametophytic development in Arabidopsis.","At the locus of HSFB3 in Arabidopsis, a heat-inducible, natural antisense long non-coding RNA, termed asHSFB3 is transcribed. Overexpression of HSFB3 results in a complete knock down of the asHSFB3 expression whereas asHSFB3 overexpression leads to the absence of HSFB3 RNA. This intriguing “Yin–Yang relationship” of RNA levels at HSFB3 locus influence vegetative and gametophytic development in Arabidopsis.",0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,115,Zea mays,ENVIRONMENT - ABIOTIC STRESS,"In maize (Zea mays), the transcription factor HSF20 binds to the promoters of which genes to regulate heat stress tolerance?",1,"ZmHSF20, a negative regulator of heat stress response, binds to the promoters of Cellulose synthase A2 (ZmCesA2) and three Class C Hsf genes, including ZmHsf8, thus suppressing their expression. Simultaneously, ZmHSF4 reduces the expression of ZmCesAs, such that heat treatment further increases cellulose content in a ZmHSF20- and ZmHSF8-dependent manner. Hence, this module, HSF20- Hsf8- CesA2 regulate heat stress tolerance in maize.","ZmHSF20, a negative regulator of heat stress response, binds to the promoters of Cellulose synthase A2 (ZmCesA2) and three Class A Hsf genes, including ZmHsf4, thus suppressing their expression. Simultaneously, ZmHSF4 promotes the expression of ZmCesAs, such that heat treatment further decreases cellulose content in a ZmHSF20- and ZmHSF4-dependent manner. Hence, this module, HSF20- Hsf4- CesA2 regulate heat stress tolerance in maize.","ZmHSF20, a positive regulator of heat stress response, binds to the promoters of Cellulose synthase A1 (ZmCesA1) and three Class A Hsf genes, including ZmHsf4, thus enhancing their expression. Simultaneously, ZmHSF4 promotes the expression of ZmCesAs, such that heat treatment further decreases cellulose content in a ZmHSF20- and ZmHSF4-dependent manner. Hence, this module, HSF20- Hsf4- CesA1 regulate heat stress tolerance in maize.",1,True,0,False,1,True,0,False,1,True,1,True,1,True,0,False,1,True,1,True,1,True,1,True
target,116,Arabidopsis thaliana,GENOME AND GENOMICS,What is the locus identified by GWAS as associated with Tyramine levels in Arabidopsis and how significant was this association?,0,"Tyramine was significantly associated with SNP m154079 (p = 1.28 × 10−9, LOD = 8.89), located at locus AT4G28680, that encodes a stress-induced tyrosine decarboxylase (TyrDC)","Tyramine was significantly associated with SNP m156090 (p = 4.11 × 10−6, LOD = 5.39), located at locus AT2G17265, that encodes a homoserine kinase (HSK).","Tyramine was significantly associated with SNP m54083 (p = 3.11 × 10−8, LOD = 7.50), located at locus AT5G53970, that encodes for a tyrosine aminotransferase (TAT7)",0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
target,117,Arabidopsis thaliana,GENOME AND GENOMICS,"How many metabolic traits showed an association found by GWAS with the locus in Chromosome 4 of Arabidopsis thaliana, harboring ACD6 (ACCELERATED CELL DEATH6)? ",2,"A QTL in Chr4, harboring ACD6 was associated with three enzyme activities (cPGI, tPGI, GDH), three metabolites (G6P, AA, and Fum), and fresh weight.","A QTL in Chr4, harboring ACD6 was associated with five enzyme activities (nINV, cPGI, tPGI, fumarase, and GDH), four metabolites (G6P, AA, Suc and Fum), protein and fresh weight.","The QTL found in Chr4, harboring ACD6, was associated with six enzyme activities (aINV, nINV, cPGI, tPGI, fumarase, and GDH), three metabolites (G6P, AA, and Fum), protein and fresh weight.",2,True,0,False,1,False,0,False,2,True,2,True,2,True,2,True,1,False,1,False,1,False,2,True
target,118,Arabidopsis thaliana,GENOME AND GENOMICS,Which gene has been identified by GWAS associated with 22 polyunsaturated triacylglycerol species (puTAGs) in Arabidopsis thaliana grown under stress conditions?,2,The gene LYSOPHOSPHOLIPASE (AT5G20060) has been significantly associated with a high number of polyunsaturated triacylglycerol species in Arabidopsis thaliana grown under stress conditions.,The gene FATTY ACID DESATURASE (FAD2: AT3G12120)) has been significantly associated with a high number of polyunsaturated triacylglycerol species in Arabidopsis thaliana grown under stress conditions.,The gene 3-KETOACYL-COENZYME A SYNTHASE4 (KCS4: AT1G19440) has been significantly associated with 22 polyunsaturated triacylglycerol species in Arabidopsis thaliana grown under stress conditions,1,False,0,False,2,True,2,True,1,False,2,True,2,True,2,True,1,False,1,False,2,True,2,True
